review,token
"Pelayanan nya prima, pelayan nya ramah2 makanan ok, kebersihan juga ok...
Siiplah, kalo ke Jogja rekomen banget stay di hotel ini baik utk bisnis maupun staycation... …","['layan', 'prima', 'layan', 'ramah', 'makan', 'bersih', 'ok', 'siiplah', 'kalo', 'jogja', 'rekomen', 'banget', 'stay', 'hotel', 'baik', 'untuk', 'bisnis', 'maupun', 'staycation']"
"Pelayanan nya rmah,baik,sopan, tempatnya nyaman bersihh rekomended buat menginap disini thanks pelayanan nyaa👍🤩 …","['layan', 'rmah', 'baik', 'sopan', 'tempat', 'nyaman', 'bersihh', 'rekomended', 'buat', 'inap', 'sini', 'thanks', 'layan', 'nyaa']"
"Iftar di hotel ini bener-bener oke banget, pelayanannya bagus staffnya ramah, makanannya enak dan variatif.","['iftar', 'hotel', 'bener', 'bener', 'oke', 'banget', 'layan', 'bagus', 'staffnya', 'ramah', 'makan', 'enak', 'variatif']"
"Salma

Untuk pengalaman menginap,  breakfast lengkap, kamar nyaman, lokasi hotel ditengah kota, mudah akses ke lokasi lain","['salma', 'alam', 'inap', 'breakfast', 'lengkap', 'kamar', 'nyaman', 'lokasi', 'hotel', 'tengah', 'kota', 'mudah', 'akses', 'lokasi']"
"Pelayanan super ramah dan baik, makanan juga enak dan bermacam-macam suka dengan pelayanan dengan mba”nya si the best. kalo ke jogja bakal mampir kesini lagi sii","['layan', 'super', 'ramah', 'baik', 'makan', 'enak', 'macam', 'macam', 'suka', 'layan', 'mba', 'the', 'best', 'kalo', 'jogja', 'bakal', 'mampir', 'kesini']"
Posisi strategis. Mau ke Marlboro di dekat hotel SDH ada halte.,"['posisi', 'strategis', 'mau', 'marlboro', 'dekat', 'hotel', 'sudah', 'halte']"
"Sarapannya enak banget, menunya beragam dan fresh! Karyawannya juga ramah², dibantu banget sama mbak Lena.","['sarap', 'enak', 'banget', 'menu', 'agam', 'fresh', 'karyawannya', 'ramah', 'bantu', 'banget', 'sama', 'mbak', 'lena']"
Sangat nyaman tempat nya dan ramah pelayanannya the best,"['sangat', 'nyaman', 'tempat', 'ramah', 'layan', 'the', 'best']"
pelayanannya bagus fasilitas nya ok pokoknya best🥰 …,"['layan', 'bagus', 'fasilitas', 'pokok', 'best']"
Layak dan menyenangkan untuk bermalam bersama keluarga di sini,"['layak', 'senang', 'malam', 'sama', 'keluarga', 'sini']"
"Hotel dgn pelayanan yg bagus, hospitality sangat baik dari semua staf, sarapan enak dan bervariasi, kamar bersih namun beberapa bagian furniture sudah perlu perbaikan dan penerangan redup bisa lebih ditingkatkan. Secara umum ini hotel yg luar biasa, strategis dan nyaman. Terima kasih servicenya luar biasa.","['hotel', 'dengan', 'layan', 'yang', 'bagus', 'hospitality', 'sangat', 'baik', 'semua', 'staf', 'sarap', 'enak', 'variasi', 'kamar', 'bersih', 'beberapa', 'bagi', 'furniture', 'perlu', 'baik', 'terang', 'redup', 'lebih', 'tingkat', 'umum', 'hotel', 'yang', 'luar', 'biasa', 'strategis', 'nyaman', 'terima', 'kasih', 'servicenya', 'luar', 'biasa']"
"Menginap 3D2N. Lokasi strategis, kamar tamu yang luas dibandingkan hotel bintang sejenis, meski perlu ada peremajaan karena kesan tua masih terlihat. Staf hotel ramah, mulai front liner petugas di restoran, hingga housekeeper. Recommended.","['inap', 'd', 'n', 'lokasi', 'strategis', 'kamar', 'tamu', 'luas', 'banding', 'hotel', 'bintang', 'jenis', 'meski', 'perlu', 'remaja', 'kesan', 'tua', 'lihat', 'staf', 'hotel', 'ramah', 'mulai', 'front', 'liner', 'tugas', 'restoran', 'hingga', 'housekeeper', 'recommended']"
"Tapi yg lainnya bagus bagus bgt. Kamarnya, interiornya dan pelayanannya super bagus. Makanannya enak enak. Hanya di Wifi nya sedikit lama.","['yang', 'lain', 'bagus', 'bagus', 'sangat', 'kamar', 'interior', 'layan', 'super', 'bagus', 'makan', 'enak', 'enak', 'di', 'wifi', 'sedikit', 'lama']"
"Overall semuanyaa worth it, mulai dari pelayanan, breakfast, room service dll.","['overall', 'semuanyaa', 'worth', 'it', 'mulai', 'layan', 'breakfast', 'room', 'service']"
"Jejaring accor yg kurang baik utk pelayanan.
Checkin di dini hari tidak ada yg standby. Membawa semua barang sendiri tdk ada satpam. Shower air panas yg baru panas setelah dibiarkan mengalir selama …","['jejaring', 'accor', 'yang', 'kurang', 'baik', 'untuk', 'layan', 'checkin', 'dini', 'hari', 'yang', 'standby', 'bawa', 'semua', 'barang', 'sendiri', 'tdk', 'ada', 'satpam', 'shower', 'air', 'panas', 'yang', 'baru', 'panas', 'biar', 'alir', 'lama']"
"Pelayanan luar biasa, staf ramah dan profesional. Kamar bersih, mewah, dan super nyaman. Fasilitas lengkap—kolam renang, gym, dan sarapan semua top! Lokasi strategis, suasana tenang. Pengalaman menginap yang memuaskan.","['layan', 'luar', 'biasa', 'staf', 'ramah', 'profesional', 'kamar', 'bersih', 'mewah', 'super', 'nyaman', 'fasilitas', 'lengkap', 'kolam', 'renang', 'gym', 'sarap', 'semua', 'top', 'lokasi', 'strategis', 'suasana', 'tenang', 'alam', 'inap', 'muas']"
"Hotel yang nyaman dan pelayanannya sangat baik. Kamar bagus, bersih, dan wangi. Makanan yang disediakan sangat enak …","['hotel', 'nyaman', 'layan', 'sangat', 'baik', 'kamar', 'bagus', 'bersih', 'wangi', 'makan', 'sedia', 'sangat', 'enak']"
"Kalau ke Yogya sering menginap disini
Makanan enak,pelayanannya ramah,nyaman","['kalau', 'yogya', 'sering', 'inap', 'sini', 'makan', 'enak', 'layan', 'ramah', 'nyaman']"
"Tempat tidurnya agak bikin gatal, kamarnya luas, kulkasnya gak dingin, ac nya gak dingin. Lokasinya enak di tengah kota.","['tempat', 'tidur', 'bikin', 'gatal', 'kamar', 'luas', 'kulkas', 'gak', 'dingin', 'ac', 'gak', 'dingin', 'lokasi', 'enak', 'tengah', 'kota']"
"Pelayanan ramah, makanan enak, hanya smooking room yang tersedia pendingin ruangan tidak bisa dikontrol suhunya, dingin banget","['layan', 'ramah', 'makan', 'enak', 'smooking', 'room', 'sedia', 'dingin', 'ruang', 'bisa', 'kontrol', 'suhu', 'dingin', 'banget']"
"Enak sekali untuk breakfast di grand mercure. Dari buffet, dessert, minuman komplit dan rasanya enak sekali, service nya oke dan bagus dibantu oleh mba lena","['enak', 'sekali', 'breakfast', 'grand', 'mercure', 'buffet', 'dessert', 'minum', 'komplit', 'rasa', 'enak', 'sekali', 'service', 'oke', 'bagus', 'bantu', 'mba', 'lena']"
"Makanan (ikan tepung) agak keras..minuman tidak menyediakan kopi saat diner, buah melon tidak manis..untuk lainnya bagus dan enak ..pelayanan bagus dan ramah","['makan', 'ikan', 'tepung', 'keras', 'minum', 'sedia', 'kopi', 'diner', 'buah', 'melon', 'manis', 'lain', 'bagus', 'enak', 'layan', 'bagus', 'ramah']"
"sarapan pagi ini sangat enak, memuaskan","['sarap', 'pagi', 'sangat', 'enak', 'muas']"
"Suasana ruangan kamar suram, pintu kamar mandi rusak tidak bisa tertutup rapat, miris untuk sekelas hotel bintang lima. Cocoknya hotel bintang tiga ini. Sangat mengecewakan","['suasana', 'ruang', 'kamar', 'suram', 'pintu', 'kamar', 'mandi', 'rusak', 'bisa', 'tutup', 'rapat', 'miris', 'kelas', 'hotel', 'bintang', 'lima', 'cocok', 'hotel', 'bintang', 'tiga', 'sangat', 'kecewa']"
"Makanan enak sekali, apalagi sub daging nya, dan juga pelayanan. Pokoknya mantap","['makan', 'enak', 'sekali', 'sub', 'daging', 'juga', 'layan', 'pokok', 'mantap']"
Pelayanan di Restorannya Ramah & Makanan yang disajikan eunak,"['layan', 'restoran', 'ramah', 'makan', 'saji', 'eunak']"
Makanan nya enak tempat nya nyaman dan pelayanan nya okee,"['makan', 'enak', 'tempat', 'nyaman', 'layan', 'okee']"
"Cozy place, roomnya bersih,adeem,aminities nya lengkaapp, staffnya ramah ramah bangett apalagi mba nalaa,senyumnya maniss puooll🫶🏻🤍 …","['cozy', 'place', 'roomnya', 'bersih', 'adeem', 'aminities', 'lengkaapp', 'staffnya', 'ramah', 'ramah', 'bangett', 'mba', 'nalaa', 'senyum', 'maniss', 'puooll']"
"Makanan untuk bukber nya enak,ragamnya bervariasi,banyak macam yang bisa dipilih","['makan', 'bukber', 'enak', 'ragam', 'variasi', 'banyak', 'macam', 'bisa', 'pilih']"
Makanannya enak semua kamarnya bersih dan pelayan mbak AztutiKamariah ramah,"['makan', 'enak', 'semua', 'kamar', 'bersih', 'layan', 'mbak', 'aztutikamariah', 'ramah']"
"in room diningnya enak bgt buat pesen di kamar (nasi goreng, ayam bawang putih)
tapi breakfastnya agak kurang, bubur mutiara kemanisan. pancakenya krn gak dibikin fresh jadi dingin terus ditinggal gt aja, gaada yg bikin baru lagi fresh …","['in', 'room', 'ning', 'enak', 'sangat', 'buat', 'sen', 'kamar', 'nasi', 'goreng', 'ayam', 'bawang', 'putih', 'breakfastnya', 'kurang', 'bubur', 'mutiara', 'manis', 'pancakenya', 'krn', 'gak', 'bikin', 'fresh', 'jadi', 'dingin', 'terus', 'tinggal', 'gt', 'saja', 'gaada', 'yang', 'bikin', 'baru', 'fresh']"
"Tempatnya strategis karena berada di dalam kota Yogyakarta.... Untuk pelayanan juga bagus sekali,,,, dibantu dengan training lady lena... Terimakasih..☺️","['tempat', 'strategis', 'ada', 'dalam', 'kota', 'yogyakarta', 'layan', 'bagus', 'sekali', 'bantu', 'training', 'lady', 'lena', 'terimakasih']"
"Bangunannya bersih, kamarnya bersih, makananya enak2, viewnya bagus ada pelataran serasa di candi","['bangun', 'bersih', 'kamar', 'bersih', 'makananya', 'enak', 'viewnya', 'bagus', 'latar', 'serasa', 'candi']"
Kamarnya sangat bersih dan fasilitas yang lengkap,"['kamar', 'sangat', 'bersih', 'fasilitas', 'lengkap']"
Good stay|Lobby hingga koridor kamar sangat wangi|Receptionist sangat ramah dan ringan tangan untuk membantu |Lokasi hotel cukup strategis tidak terlalu jauh dari pusat kota|Rasa makanan ketika sarapan juga sangat cocok di lidah dengan variasi yang sangat banyak,"['good', 'stay', 'lobby', 'hingga', 'koridor', 'kamar', 'sangat', 'wangi', 'receptionist', 'sangat', 'ramah', 'ringan', 'tangan', 'bantu', 'lokasi', 'hotel', 'cukup', 'strategis', 'terlalu', 'jauh', 'pusat', 'kota', 'rasa', 'makan', 'sarap', 'sangat', 'cocok', 'lidah', 'variasi', 'sangat', 'banyak']"
"Pelayan ramah , menyenangkan
Trimakasih kakak Airin ojt.  Semoga di terima.","['layan', 'ramah', 'senang', 'trimakasih', 'kakak', 'airin', 'ojt', 'moga', 'terima']"
Dari kamar dan menu makanan semua sangat memuaskan.. banyak pilihan menu makanannya,"['kamar', 'menu', 'makan', 'semua', 'sangat', 'muas', 'banyak', 'pilih', 'menu', 'makan']"
"pelayanan sat set, makna. joss","['layan', 'sat', 'set', 'makna', 'joss']"
"- Dibagian restonya beberapa gelas masih ada bekas lipstiknya dan bau amis
- Refil buffe makanan menunggu lama, mungkin kedepannya lebih diprepare lagi agar tamu tidak menunggu lama untuk makan. …","['bagi', 'restonya', 'beberapa', 'gelas', 'ada', 'bekas', 'lipstik', 'bau', 'amis', 'refil', 'buffe', 'makan', 'tunggu', 'lama', 'mungkin', 'depan', 'lebih', 'diprepare', 'agar', 'tamu', 'tunggu', 'lama', 'makan']"
Menu sarapan dan penyajian bagus. Lokasi sarapan bagus krn bisa melihat gunung Merapi. Kebersihan area sarapan bagus. Pelayanan bagus.,"['menu', 'sarap', 'saji', 'bagus', 'lokasi', 'sarap', 'bagus', 'krn', 'lihat', 'gunung', 'rapi', 'bersih', 'area', 'sarap', 'bagus', 'layan', 'bagus']"
"Awalnya mau menginap 4 malam, tapi hanya 2 malam saja. Breakfastnya kurang memuaskan, main course beberapa tidak hangat atau panas, saya coba 3-4 pastry agak keras digigit, stall omlete antre cukup lama. Ketika check out tgl 23 Jan 2025 …","['awal', 'mau', 'inap', 'malam', 'hanya', 'malam', 'breakfastnya', 'kurang', 'muas', 'main', 'course', 'beberapa', 'hangat', 'panas', 'coba', 'pastry', 'keras', 'gigit', 'stall', 'omlete', 'antre', 'cukup', 'lama', 'check', 'out', 'tgl', 'jan']"
"Meeting Room Sewu, sangat nyaman. Mudah diakses. Makanan juga sangat enak. Sup ayam tofu nya enak banget. Es Teler nya juga enak. Staff ramah dan sopan.","['meeting', 'room', 'sewu', 'sangat', 'nyaman', 'mudah', 'akses', 'makan', 'sangat', 'enak', 'sup', 'ayam', 'tofu', 'enak', 'banget', 'es', 'teler', 'enak', 'staff', 'ramah', 'sopan']"
"Hotel mudah dijangkau dari Stasiun, bersih, harum, stafnya semua ramah. Makanan variatif dan enak. Sayangnya late check out cuma sampai 12.30 (biasanya bisa di 13.00) tapi ga masalah, overall sangatt oke.","['hotel', 'mudah', 'jangkau', 'stasiun', 'bersih', 'harum', 'staf', 'semua', 'ramah', 'makan', 'variatif', 'enak', 'sayang', 'late', 'check', 'out', 'cuma', 'biasa', 'di', 'tidak', 'masalah', 'overall', 'sangatt', 'oke']"
"Untuk kamar nyaman hanya saja untuk tekhnisii memperhatikan segi fasilitas seperti toilet, selebihnya sangat memuaskan","['kamar', 'nyaman', 'saja', 'tekhnisii', 'perhati', 'segi', 'fasilitas', 'toilet', 'lebih', 'sangat', 'muas']"
"Pelayanan ( mbak meriska) baik ramah, makan enak nasgor ramah di lidah.
Suasana nyaman pokonya mantaaap tenan.","['layan', 'mbak', 'meriska', 'baik', 'ramah', 'makan', 'enak', 'nasgor', 'ramah', 'lidah', 'suasana', 'nyaman', 'poko', 'mantaaap', 'tenan']"
"Kamarnya nyaman, pelayanan ramah, dan lokasi cukup oke","['kamar', 'nyaman', 'layan', 'ramah', 'lokasi', 'cukup', 'oke']"
"Kamar nyaman, pelayan resto ramah, hotel bersih dan rapi. Sempat minta sarapan untuk dibawa dalam perjalanan. nasi goreng dalam kotak tanpa air minum dan tas untuk membawa. Semoga lain  kali lebih cermat.","['kamar', 'nyaman', 'layan', 'resto', 'ramah', 'hotel', 'bersih', 'rapi', 'sempat', 'minta', 'sarap', 'bawa', 'jalan', 'nasi', 'goreng', 'kotak', 'air', 'minum', 'tas', 'bawa', 'moga', 'kali', 'lebih', 'cermat']"
silvia sarapan nya enak,"['silvia', 'sarap', 'enak']"
"Hotelnya sangat menyenangkan, dekat dengan pusat kota, kamarnya bersih, sajian di restoran enak, menu juga bervariasi...","['hotel', 'sangat', 'senang', 'dekat', 'pusat', 'kota', 'kamar', 'bersih', 'saji', 'restoran', 'enak', 'menu', 'variasi']"
"Hotel terlalu baik , masa saya pesen kamar nomer 619 masi ada orangnya , saya komplain ke resepsionis dan keliatan bingung juga , lalu lift juga sering eror pencrt tombol lantai 8 malah ke lantai 6. gimana ini grand mercure masa hotel bintang 5 ,pelayanan seperti ini ,","['hotel', 'terlalu', 'baik', 'masa', 'sen', 'kamar', 'nomer', 'mas', 'orang', 'komplain', 'resepsionis', 'liat', 'bingung', 'lalu', 'lift', 'sering', 'eror', 'pencrt', 'tombol', 'lantai', 'malah', 'lantai', 'gimana', 'grand', 'mercure', 'masa', 'hotel', 'bintang', 'layan', 'ini']"
"Breakfast variatif, menunya banyak, enak2, kamar juga enak dinginn. Rame juga.","['breakfast', 'variatif', 'menu', 'banyak', 'enak', 'kamar', 'enak', 'dinginn', 'rame']"
"Kebersihan hotel sangat bersih.pelayanan sangat memuaskan,untuk sarapan mewah dan nikmat,di tambah ada room buat yg merokok.","['bersih', 'hotel', 'sangat', 'bersih', 'layan', 'sangat', 'muas', 'sarap', 'mewah', 'nikmat', 'tambah', 'room', 'buat', 'yang', 'rokok']"
Tempatnya enak kedap suara gak berisik kalo teriak gak kedengeran dari luar😁 …,"['tempat', 'enak', 'kedap', 'suara', 'gak', 'berisik', 'kalo', 'teriak', 'gak', 'kedengeran', 'luar']"
Ikan nya enak pas dan suasana nyaman,"['ikan', 'enak', 'pas', 'suasana', 'nyaman']"
"Hotel nya bagus, karyawan nya ramah, lokasi nya di tengah kota jadi mudah kalau mau cari lokasi wisata, kamar nya mewah, saya kurang beruntung karena mendapat kamar yg ac ny agak berdengung.
Over all is exelence..👍 …","['hotel', 'bagus', 'karyawan', 'ramah', 'lokasi', 'tengah', 'kota', 'jadi', 'mudah', 'kalau', 'mau', 'cari', 'lokasi', 'wisata', 'kamar', 'mewah', 'kurang', 'untung', 'dapat', 'kamar', 'yang', 'ac', 'ny', 'dengung', 'over', 'all', 'is', 'exelence']"
"Sarapan paginya enak, pelayan ramah, kamar nyaman

Tapi saat iftar terlalu membludak, perugas resto beberapa sibuk tapi ada yg cuma …","['sarap', 'pagi', 'enak', 'layan', 'ramah', 'kamar', 'nyaman', 'saat', 'iftar', 'terlalu', 'membludak', 'perugas', 'resto', 'beberapa', 'sibuk', 'ada', 'yang', 'cuma']"
"Kecewa... udh reservasi udh bela2in datang langsung seminggu sebelumnya untuk milih tempat buat bukber, sudah deal, tp tanpa dikonfirmasi tempat yg udh kita pesan dikasih ke rombongan lain, dan kami dikasih tempat di pojokan yg sempit banget... gak banget lah...","['kecewa', 'sudah', 'reservasi', 'sudah', 'bela', 'in', 'datang', 'langsung', 'minggu', 'belum', 'milih', 'tempat', 'buat', 'bukber', 'deal', 'tapi', 'konfirmasi', 'tempat', 'yang', 'sudah', 'pesan', 'kasih', 'rombong', 'dan', 'kasih', 'tempat', 'pojok', 'yang', 'sempit', 'banget', 'gak', 'banget']"
"tempatnya keren dan suasananya juga bagus, hiasan di setiap dindingnya buat kita ga bosen suasananya juga bikin adem selain itu pelayanan juga baik sekali para pekerja sangat ramah selain itu makanan nya juga enak hehe","['tempat', 'keren', 'suasana', 'bagus', 'hias', 'tiap', 'dinding', 'buat', 'tidak', 'bosen', 'suasana', 'bikin', 'adem', 'itu', 'layan', 'baik', 'sekali', 'kerja', 'sangat', 'ramah', 'itu', 'makan', 'enak', 'hehe']"
Pelayanan dan kamar luar biasa..ngak nyesel dech..sukses trus grand mercure..,"['layan', 'kamar', 'luar', 'biasa', 'ngak', 'nyesel', 'dech', 'sukses', 'trus', 'grand', 'mercure']"
Makanan enak dan pilihan nya banyak,"['makan', 'enak', 'pilih', 'banyak']"
"Kamar nya bersih, sarapannya cukup enak dan banyak varian nya.. lokasi strategis.. my first time stay here and surely not my last ☺️","['kamar', 'bersih', 'sarap', 'cukup', 'enak', 'banyak', 'varian', 'lokasi', 'strategis', 'my', 'first', 'time', 'stay', 'here', 'and', 'surely', 'not', 'my', 'last']"
Fasilitas enak makan nya juga enak dan nyaman,"['fasilitas', 'enak', 'makan', 'enak', 'nyaman']"
"baru pertama kalinya nginep di sini tp udah di bikin senyaman itu sama fasilitasnya,kebersihannya dan pelayanannya next bakal ajakin keluarga si buat nginep di hotel ini lagi😻 …","['baru', 'pertama', 'kali', 'nginep', 'sini', 'tapi', 'udah', 'bikin', 'nyaman', 'sama', 'fasilitas', 'bersih', 'layan', 'next', 'bakal', 'ajakin', 'keluarga', 'buat', 'nginep', 'hotel', 'lagi']"
"Sangat memuaskan pelayanan mbak Silvia
Makananya juga lezat","['sangat', 'muas', 'layan', 'mbak', 'silvia', 'makananya', 'lezat']"
"Hotelnya mewah bersih dan rapih pelayanannya bagus, pengen balik lagi pokonyaa mantap","['hotel', 'mewah', 'bersih', 'rapih', 'layan', 'bagus', 'ken', 'balik', 'pokonyaa', 'mantap']"
"Banyak menu sarapannya 👍👍
Makasih layanannya mba Cerita 😍😍 …","['banyak', 'menu', 'sarap', 'makasih', 'layan', 'mba', 'cerita']"
"Semua menu enak dan approved🥰
Pelayanan sangat ramah dan gercep (mbak Salma) 🥰 …","['semua', 'menu', 'enak', 'approved', 'layan', 'sangat', 'ramah', 'gercep', 'mbak', 'salma']"
"Sebagai hotel bintang 5, Grand Mercure Yogyakarta menghadirkan pengalaman menginap yang elegan dengan sentuhan budaya Jawa pada desain interiornya. Berlokasi strategis di kawasan Adisucipto, hotel ini dekat dengan pusat kota dan area …","['hotel', 'bintang', 'grand', 'mercure', 'yogyakarta', 'hadir', 'alam', 'inap', 'elegan', 'sentuh', 'budaya', 'jawa', 'desain', 'interior', 'lokasi', 'strategis', 'kawasan', 'adisucipto', 'hotel', 'dekat', 'pusat', 'kota', 'area']"
"Kamar oke, walau dapat yg amoking room, tapi di dalam kamar tidak ada bau rokok sama sekali. Bersih dan AC dingin.","['kamar', 'oke', 'dapat', 'yang', 'amoking', 'room', 'di', 'kamar', 'ada', 'bau', 'rokok', 'sama', 'sekali', 'bersih', 'ac', 'dingin']"
datang jam 14.30 mau cek in data dah lengkap tp disuruh nunggu katanya kamar msh dibersihkan...  (heran kok jam segitu kmr blm ready) ... satu setgh jam kemudian dioper ke hotel lain katanya sdh penuh... kayake gk siap terima rombongan lebih dari 100 orang,"['datang', 'jam', 'mau', 'cek', 'in', 'data', 'dah', 'lengkap', 'tapi', 'suruh', 'nunggu', 'kata', 'kamar', 'msh', 'bersih', 'heran', 'jam', 'segitu', 'kmr', 'belum', 'ready', 'satu', 'setgh', 'jam', 'kemudian', 'oper', 'hotel', 'kata', 'sudah', 'penuh', 'kayake', 'tidak', 'siap', 'terima', 'rombong', 'lebih', 'orang']"
"Hotelnya nyaman, kamarnya luas dan bersih. Makanan di restorannya banyak jenisnya dan enak. Terima kasih.","['hotel', 'nyaman', 'kamar', 'luas', 'bersih', 'makan', 'restoran', 'banyak', 'jenis', 'enak', 'terima', 'kasih']"
Akhir Mei lalu menginap di hotel ini dalam rangka kedinasan. Untuk detail reviewnya: …,"['akhir', 'mei', 'lalu', 'inap', 'hotel', 'dalam', 'rangka', 'dinas', 'detail', 'reviewnya']"
"Mulai dari pelayanan yang ramah dan profesional, hingga suasana yang nyaman dan elegan, semuanya terasa sempurna. Kamar yang saya tempati sangat bersih dan dilengkapi dengan fasilitas yang lengkap, memberikan kenyamanan maksimal selama saya …","['mulai', 'layan', 'ramah', 'profesional', 'hingga', 'suasana', 'nyaman', 'elegan', 'semua', 'asa', 'sempurna', 'kamar', 'tempat', 'sangat', 'bersih', 'lengkap', 'fasilitas', 'lengkap', 'beri', 'nyaman', 'maksimal', 'lama', 'saya']"
Tempatnya strategis. Interiornya juga bagus. Ada unsur jawa yang membuat menarik. Kamar nyaman. Makanan juga enak. Recommended kalau ke jogja.,"['tempat', 'strategis', 'interior', 'bagus', 'unsur', 'jawa', 'buat', 'tarik', 'kamar', 'nyaman', 'makan', 'enak', 'recommended', 'kalau', 'jogja']"
"Bubur ayam dan soto nya yg di resto saat Breakfast  berasa kurang garam, mungkin saya suka makanan yg agak asin saja.
Pelayanan lain nya sangat baik, pertahankan dan bila perlu ditingkatkan lagi agar lebih memuaskan customer.","['bubur', 'ayam', 'soto', 'yang', 'resto', 'breakfast', 'asa', 'kurang', 'garam', 'mungkin', 'suka', 'makan', 'yang', 'asin', 'layan', 'sangat', 'baik', 'tahan', 'bila', 'perlu', 'tingkat', 'agar', 'lebih', 'muas', 'customer']"
"letak hotel strategis, pelayanan bagus, kamar nyaman","['letak', 'hotel', 'strategis', 'layan', 'bagus', 'kamar', 'nyaman']"
"Hotel yg bagus pelayanan ramah, cocok untuk stay cation","['hotel', 'yang', 'bagus', 'layan', 'ramah', 'cocok', 'stay', 'cation']"
"Layanan ok baget, lokasi strategis, kamarnya bersih","['layan', 'baget', 'lokasi', 'strategis', 'kamar', 'bersih']"
"Pelayanan ramah, makanan nya enak tempat nya luas bersih dan nyaman","['layan', 'ramah', 'makan', 'enak', 'tempat', 'luas', 'bersih', 'nyaman']"
"Selamat malam

Dear management grand mercure hotel yogyakarta. …","['selamat', 'malam', 'dear', 'management', 'grand', 'mercure', 'hotel', 'yogyakarta']"
"Pelayanan cukup bagus, tapi untuk keamanan nya sangat kurang,, terjadi insiden helm hilang,, jobdesk security kurang maksimal.... Tolong untuk keamanan lebih dijaga lagi... Dan jobdesk mengenai tanggungjawabnya ...!!!! Nyaman tapi keamanan kurang juga membuat pengunjung hotel jadi was was ........!!!!!!","['layan', 'cukup', 'bagus', 'untuk', 'aman', 'sangat', 'kurang', 'jadi', 'insiden', 'helm', 'hilang', 'jobdesk', 'security', 'kurang', 'maksimal', 'untuk', 'aman', 'lebih', 'jaga', 'dan', 'jobdesk', 'kena', 'tanggungjawabnya', 'nyaman', 'aman', 'kurang', 'buat', 'unjung', 'hotel', 'jadi', 'was', 'was']"
"Bersih, menu bteakfastnya beragam. Dan menu tradisonalnya hampir selalu ada yg jarang kami temukan dihotel2 lain","['bersih', 'menu', 'bteakfastnya', 'agam', 'menu', 'tradisonalnya', 'hampir', 'selalu', 'yang', 'jarang', 'temu', 'hotel']"
"Sebuah hotel yang sangat strategis di pusat keramaian kota di kawasan Depok, Sleman, Yogyakarta, dengan fasilitas yang keren, pelayanan yang sangat baik dan makanan yang sedap, jadi ketagihan nih, insya Allah kalo ada urusan ke yogya lagi kepingin nginap di sini lagi deh, hehe ... 👍 …","['buah', 'hotel', 'sangat', 'strategis', 'pusat', 'ramai', 'kota', 'kawasan', 'depok', 'sleman', 'yogyakarta', 'fasilitas', 'keren', 'layan', 'sangat', 'baik', 'makan', 'sedap', 'jadi', 'tagih', 'ini', 'insya', 'allah', 'kalo', 'urus', 'yogya', 'kepingin', 'nginap', 'sini', 'hehe']"
"Menginap 4 hari 3 malam, overall pelayanan bagus banget, dari room service hingga housekeeping, fasilitas lengkap ada kolam renang dan gym, menu sarapan sangat bervariasi dan rasanya oke, sangat worth the price","['inap', 'hari', 'malam', 'overall', 'layan', 'bagus', 'banget', 'room', 'service', 'hingga', 'housekeeping', 'fasilitas', 'lengkap', 'kolam', 'renang', 'gym', 'menu', 'sarap', 'sangat', 'variasi', 'rasa', 'oke', 'sangat', 'worth', 'the', 'price']"
"Menjadi salah satu hotel yg rekomended buat staycation di jogja
- nyaman bgt staycation disini.
- toiletris lengkap …","['jadi', 'salah', 'satu', 'hotel', 'yang', 'rekomended', 'buat', 'staycation', 'jogja', 'nyaman', 'sangat', 'staycation', 'sini', 'toiletris', 'lengkap']"
"se waktu saya di bar saya di layani dengan kak thania. dan saya di berikan rekomendasi beberapa wisata di jogja pelayanan nya sangat bagus dan ramah, next akan kesini lagi😆 …","['se', 'waktu', 'bar', 'layan', 'kak', 'thania', 'saya', 'di', 'ikan', 'rekomendasi', 'beberapa', 'wisata', 'di', 'jogja', 'layan', 'sangat', 'bagus', 'ramah', 'next', 'kesini']"
"Sebagai penyandang hotel bintang 5 rasa2 nya seperti bintang 3/4 saja.. kamar ngadep beton, perabotan kuno. Sudah minta lantai atas dan kamar dengan view di aps masih aja dikasi yg ngadep beton. Sarapan juga, dibanding gram dan 101 harus …","['sandang', 'hotel', 'bintang', 'rasa', 'bintang', 'kamar', 'ngadep', 'beton', 'perabot', 'kuno', 'minta', 'lantai', 'atas', 'kamar', 'view', 'aps', 'saja', 'kasi', 'yang', 'ngadep', 'beton', 'sarap', 'banding', 'gram', 'harus']"
Sarapan nya enak dan sangat puas dan juga lengkap pelayanan mbak lena juga baik,"['sarap', 'enak', 'sangat', 'puas', 'lengkap', 'layan', 'mbak', 'lena', 'juga', 'baik']"
"Makanannya enak” tempatnya juga baguss , waktu itu pernah bukber disituu🫶🏻🫶🏻 …","['makan', 'enak', 'tempat', 'baguss', 'waktu', 'pernah', 'bukber', 'disituu']"
Breakfast nya oke.. pelayanan baik sekali..,"['breakfast', 'oke', 'layan', 'baik', 'sekali']"
"Lokasi hotel strategis, pelayanan ramah, kamarnya dan meeting room nya nyaman, restonya OK 👍 …","['lokasi', 'hotel', 'strategis', 'layan', 'ramah', 'kamar', 'meeting', 'room', 'nyaman', 'restonya']"
