Label,Casefold,processed,label_encoded
negatif,lampu di kamar kurang terang buah kurang bagus kualitasnya rasanya tifak fresh krn disimpan di kulkas sdh dlm kondisi dipotong semangkanya lembek dan ada rasa aneh kemungkinan dr,lampu kamar kurang terang buah kurang bagus kualitas rasa tifak fresh simpan kulkas dlm kondisi potong semangka lembek rasa aneh mungkin,0
netral,sy stay n bersama anak saya pagi ini feb breakfast di cafe dan ada charge penambahan anak sy usia th sy tdk tau kriteria apa utk tamu yg ditawari kopi teh dan tidak namun sy lihat,stay sama pagi feb sarap cafe charge tambah usia th tau kriteria apa tamu tawar kopi teh namun lihat,1
negatif,menunya variasi dan enak tapi air minum dikamar terbatas hanya botol kaca ukuran sgt kecil resepsionisnya kurang beretika,menu variasi enak air minum kamar batas hanya botol kaca ukur sgt resepsionis kurang etika,0
netral,tempat strategis makanan lengkap dan enak kamar saya dapat di lantai smoking tp staff melayani dg sangat baik hanya saja air shower kurang kenceng,tempat strategis makan lengkap enak kamar dapat lantai smoking staff layan sangat baik hanya air shower kurang kenceng,1
negatif,kamarnya nyaman dan cukuo luas untuk berdua cuma fasilitas wifinya kurang bagus selama acara dan di kamar saya menggunakan tethering paket data pribadi pancuran di kamar mandi tidak mulus kalau mandi malam air panasnya harus nunggu,kamar nyaman cukuo luas dua cuma fasilitas wifinya kurang bagus lama acara kamar guna tethering paket data pribadi pancur kamar mandi mulus kalau mandi malam air panas harus nunggu,0
netral,pelayanan kamar baik dan bersih tapi kalau bisa ditingkatkan lagi body wash dipisah dengan hair wash water heaternya berfungsi dengan baik ini penting kasurnya lengkap dengan bantal guling is a plus one for me perlengkapan mandi lengkap makanan di resto oke tapi standar saja dan kurang banyak pilihan,layan kamar baik bersih kalau bisa tingkat lagi body wash pisah hair wash water heaternya fungsi baik penting kasur lengkap bantal guling is a plus one for me lengkap mandi lengkap makan resto baik standar kurang banyak pilih,1
netral,letaknya sangat strategis dekat dg stasiun bandara lama dan pusat aktivitas kelebihan kamarnya bersih nyaman dg bantal dan guling yg banyak kekurangannya tdk ada hair dryer dan channel tv tdk bersih anggap saja tdk ada tv pelayanan,letak sangat strategis dekat stasiun bandara lama pusat aktivitas lebih kamar bersih nyaman bantal guling banyak kurang hair dryer channel televisi bersih anggap televisi layan,1
netral,untuk menu makanannya cukup variatif hanya saja beberapa makanan sedikit asin dan sajiannya sedikit kurang tertata semoga kedepannya grand mercure bisa improve untuk semuanya,menu makan cukup variatif hanya beberapa makan sedikit asin saji sedikit kurang tata moga depan grand mercure bisa improve semua,1
negatif,makanan enak dan sangat beragam indonesian termasuk cappuccino dan minuman tradisional untuk infrastruktur agak tua lift berbunyi tapi yang cukup mengganggu adalah kulkas dikamar juga berbunyi seperti bunyi jangkrik malam hari,makan enak sangat agam indonesian masuk cappuccino minum tradisional infrastruktur agak tua lift bunyi cukup ganggu adalah kulkas kamar bunyi seperti bunyi jangkrik malam hari,0
netral,sarapan pagi banyak variasi dan cocok rasa serta aromanya hanya kedepan kalau boleh kamar siapin juga sabun batang karena gak semua familier dengan gel soap,sarap pagi banyak variasi cocok rasa aroma hanya depan kalau boleh kamar siapin sabun batang semua familier gel soap,1
negatif,tadi sempat ada masalah dgn pemindahan kamar basically krn info dr panitia kurang maksimal tp saya merasa dr pihak hotel juga agak kurang maksimal dlm assisting their guests,tadi sempat masalah pindah kamar basically info panitia kurang maksimal rasa pihak hotel agak kurang maksimal dlm assisting their guests,0
positif,kamarnya luas bed nya ada yang ukuran besar jadi bisa buat ber sama anak makanannya enak semoga bisa kembali suatu hari nanti,kamar luas bed ukur besar bisa ber sama makan enak moga bisa kembali suatu hari nanti,2
negatif,toilet bau kaya gak pernah dibersihin pintu gak bisa ditutup air gak keluar,toilet bau kaya pernah dibersihin pintu bisa tutup air keluar,0
negatif,sinyal wi fi sangat lemah apalagi kalau buat kerja dan gaming kalau pun di switch ke mode data sinyal jg turun dari g ke e edge hal ini mengurangi kenyamanan untuk stay di hotel dan seolah meminta untuk keluar saja,sinyal wi fi sangat lemah apalagi kalau kerja gaming kalau switch mode data sinyal turun g e edge hal kurang nyaman stay hotel olah minta keluar,0
negatif,bukber dengan harga rb pax makanan nasi biryaninya tapi kurang dimsumnya cuma beberapa trs abis ga,buka sama harga rb pax makan nasi biryaninya kurang dimsumnya cuma beberapa terus abis,0
negatif,pengalaman nginap di grand mercure tgl november lumayan baik tapii ada tapinya sih untuk hotel sekelas bintang saya berekspektasi fasilitas kamar mendapat smart tv tapi ternyata belum tersedia dan sayang nya parkir untuk tamu,alam nginap grand mercure tanggal november lumayan baik tapi tapi hotel kelas bintang berekspektasi fasilitas kamar dapat smart televisi nyata belum sedia sayang parkir tamu,0
positif,hotel memiliki kategori yang bisa dibilang sangat memuaskan lokasi yang strategis dan dekat dengan kota pelayanan nya yang bisa dibilang sangat cekatan dan bagus untuk hotel sekelasnya,hotel milik kategori bisa bilang sangat muas lokasi strategis dekat kota layan bisa bilang sangat cekat bagus hotel kelas,2
positif,grand mercure jogja benar benar memukau hotelnya indah bersih dan nyaman sempurna untuk liburan maupun perjalanan bisnis,grand mercure jogja benar benar pukau hotel indah bersih nyaman sempurna libur maupun jalan bisnis,2
negatif,hotel yg sdh lumayan tua pintu kamar mandi kayu sdh beberapa bagiannya lepas dan lampu kamar mandi mati di malam terakhir parkiran basement bau kurang sedap pelayanan staff sangat bagus dan membantu kolam renang kecil banget dan spertinya jadi satu dng ibis,hotel lumayan tua pintu kamar mandi kayu beberapa bagi lepas lampu kamar mandi mati malam akhir parkir basement bau kurang sedap layan staff sangat bagus bantu kolam renang banget spertinya satu dng ibis,0
negatif,selama stay d hotel accor dengan member gold pengalaman disini sangat buruk lift mati nyala hanya dimana occ kamar lagi rame fo ga ada ramah nya daan yang parah ketika pakai cutten bud baru d masukin ke kupung sudah ketinggalan d,lama stay hotel accor member gold alam sini sangat buruk lift mati nyala hanya mana kamar lagi rame ramah parah ketika pakai cutten bud baru masukin pung tinggal,0
netral,pelayanan cukup memuaskan tetapi untuk tmtp sarapanya terallu tinggi di lt jd malas orng untuk naik klw bs sarapan di lantai loby biar sxan cek out,layan cukup muas tetapi tmtp sarapanya terallu tinggi lantai malas orng naik klw sarap lantai loby biar sxan check out,1
negatif,kalau bisa tiap lift ada pemandunya guide untuk para tamu yang butuh info terus setelah masuk halaman hotel lokasi jalan menuju parkir sangat sempit dan menikung tajam tidak ada rambu yang jelas atau saya yang kurang jelas melihatnya kalau bisa rambunya ditaruh pada lokasi yang mudah terlihat pengemudi dan cukup besar,kalau bisa tiap lift pandu guide tamu butuh info terus telah masuk halaman hotel lokasi jalan tuju parkir sangat sempit tikung tajam rambu jelas kurang jelas lihat kalau bisa rambu taruh lokasi mudah lihat kemudi cukup besar,0
,untuk sarapan paginya sangat enak banyak menunya dan layanan atas nama fifin sangat bagus semuanya memuaskan,sarap pagi sangat enak banyak menu layan atas nama sangat bagus semua muas,2
,sarapan menu sangat bnyk n enak pelayanannya sangat ramah devita,sarap menu sangat banyak enak layan sangat ramah,2
,untuk kamar nya cukup nyaman pelayanan juga oke banget,kamar cukup nyaman layan baik banget,2
,sarapan pagi nya sangat enak enak dan pelayanan atas nama fifin sangat cepat dan ramah,sarap pagi sangat enak enak layan atas nama sangat cepat ramah,2
,iftar disini seru abiss tempat nyaman makanan enak pelayanan restaurant sangat baik recomendeddddd,iftar sini seru abiss tempat nyaman makan enak layan restaurant sangat baik recomended,2
,tempat nya bagus dan enak dan kamar hotelnya sangat dingin pelayanan nya juga mantap,tempat bagus enak kamar hotel sangat dingin layan mantap,2
,saya menginap di hotel grand mercure sangat nyaman menu memuaskan pelayanan prima,inap hotel grand mercure sangat nyaman menu muas layan prima,2
,breakfast ok pelayanan staff ramah,sarap baik layan staff ramah,2
,sarapan paginya sangat enak menunya lengkap dan memuaskan layanan atas nama fifin baik dan ramah serta cepat,sarap pagi sangat enak menu lengkap muas layan atas nama baik ramah cepat,2
,pelayanan dan makanan enak terima kasih mba silvia,layan makan enak terima kasih,2
,pelayanan serta fasilitas yang ada sangat memuaskan,layan fasilitas sangat muas,2
,makanan yang disajikan selalu baru dan banyak macamnya pelayanan cepat dan tempatnya bersih,makan saji selalu baru banyak macam layan cepat tempat bersih,2
,good service pelayananya makanannya enak semua memuaskan,good service pelayananya makan enak semua muas,2
,cukup puas dan pelayanan nya ramah break fast a n lena,cukup puas layan ramah break fast a,2
,pelayanan yang luar biasa bagus makanan yang banyak variasi dan enak kamar juga nyaman,layan luar biasa bagus makan banyak variasi enak kamar nyaman,2
,pelayan restorannya ramah dan menu sarapannya mantab,layan restoran ramah menu sarap mantab,2
,sangat nyaman baik pelayanan fasilitas smuanya bagus,sangat nyaman baik layan fasilitas smuanya bagus,2
,kesini untuk acara bpip fasilitas hotel lengkap dan kondisinya masih sangat bagus untuk makanannya enak pelayanan prima sigap dan cekatan kalau habis selesai makan langsung di ambil dan juga ramah,kesini acara bpip fasilitas hotel lengkap kondisi masih sangat bagus makan enak layan prima sigap cekat kalau habis selesai makan langsung ambil ramah,2
,untuk pelayanan cukup memuaskan kamar nyaman dan bersih menu di restoran juga enak,layan cukup muas kamar nyaman bersih menu restoran enak,2
,pelayananannya sangat baik dan terbantu oleh mbak lena,pelayananannya sangat baik bantu oleh,2
,sarapan pagi beragam dan enak layanan atas nama fifin sangat ramah dan baik,sarap pagi agam enak layan atas nama sangat ramah baik,2
,saya suka dengan sarapan paginya enak dan layanan atas nama fifin baik ramah anaknya cantik,suka sarap pagi enak layan atas nama baik ramah anak cantik,2
,dari pelayanannua bagus stafnya ramah sarapannya juga enak kebersihan kamar juga bagus,pelayanannua bagus staf ramah sarap enak bersih kamar bagus,2
,mudah dijangkau dan byk fasilitas umum layanan bgs,mudah jangkau banyak fasilitas umum layan bagus,2
,nyaman strategis letaknya,nyaman strategis letak,2
,hotel yang good best apalgii pelayanannya dan staff nya selalu ramah dalam menangani the besty,hotel good apalagi layan staff selalu ramah tangan,2
,makanannya enak tempat bersih pelayanannya juga baguusss,makan enak tempat bersih layan baguus,2
,menginap di hotel ini nyaman n pelayanan nya bagus,inap hotel nyaman layan bagus,2
,untuk pelayanan atas nama mba thania cukup memuaskan ramah dan murah senyum terimakasih,layan atas nama cukup muas ramah murah senyum terimakasih,2
,pelayanan mba fifin mantul,layan mantul,2
,pelayanan staff nya ramah kamar nya juga bersih dan wangi,layan staff ramah kamar bersih wangi,2
,lokasi hotel strategis beberapa kali diundang acara di hotel ini sempat beberapa kali juga memilih hotel mercure untuk acara hasilnya selalu memuaskan pelayanan baik didukung dengan staf yang ramah terima kasih grand mercure yogyakarta,lokasi hotel strategis beberapa kali undang acara hotel sempat beberapa kali pilih hotel mercure acara hasil selalu muas layan baik dukung staf ramah terima kasih grand mercure yogyakarta,2
,pelayanan disini sangat bagus dan breakfast nya pun enak dan orang nya juga pada ramah,layan sini sangat bagus sarap enak orang ramah,2
,pelayanan hotel sangat bagus makanan enak dan variasinya banyak kamar bagus dan lega fasilitas lengkap overall memuaskan,layan hotel sangat bagus makan enak variasi banyak kamar bagus lega fasilitas lengkap semua muas,2
,pelayanannya ramah fasilitasnya juga oke menu sarapannya lengkap enak dan fresh juga top deh pokoknya,layan ramah fasilitas baik menu sarap lengkap enak fresh top pokok,2
,staff ramah kamar luas nyaman makanan di restonya enak,staff ramah kamar luas nyaman makan restonya enak,2
,sarapan pagi sangat enak layanan fifin sangat baik dan ramah,sarap pagi sangat enak layan sangat baik ramah,2
,pelatanan di sini sangat luarbiasa staf nya ramah ramah makanannya enak kamarnya bersih,pelatanan sini sangat luarbiasa staf ramah ramah makan enak kamar bersih,2
,pelayanan bagus staff ramah semua tempat nya bersih higienis dan nyaman sekalii,layan bagus staff ramah semua tempat bersih higienis nyaman sekali,2
,menginap di grand mercure sangat nyaman dan mantap pengen nginep terus,inap grand mercure sangat nyaman mantap ken nginep terus,2
,menu sarapan enak dan kamar ok dan di bantu juga pelayanan oleh mba lena,menu sarap enak kamar baik bantu layan oleh,2
,untuk menu sarapan pagi sangat baik dan cukup memuaskan,menu sarap pagi sangat baik cukup muas,2
,hotelnya enak pelayanan ramah sarapan paginya enak,hotel enak layan ramah sarap pagi enak,2
,sarapannya lengkap dan rasanya enak ruangannya luas dibantu dengan mba lena,sarap lengkap rasa enak ruang luas bantu,2
,makanan enak room service nya bagus senang menginap disini,makan enak room service bagus senang inap sini,2
,hotelnya sangat bagus dengan kamarnya yang luas dan nyaman restorannya punya banyak variasi makanan dan lokasinya cukup strategis,hotel sangat bagus kamar luas nyaman restoran punya banyak variasi makan lokasi cukup strategis,2
,rasa makanan saat sarapannya enak dan banyak variasinya dibantu mbak lena,rasa makan saat sarap enak banyak variasi bantu,2
,pelayanan nya sangattt ramah sekali makanannya enak tempatnya nyaman terimakasih mba chelsea udh memberikan pelayanan terbaik,layan sangat ramah sekali makan enak tempat nyaman terimakasih chelsea beri layan baik,2
,hotel nyamannn lokasinya strategisss bangettt,hotel nyaman lokasi strategis banget,2
,sarapan nya banyak madam dan rasanya enak,sarap banyak rasa enak,2
,kamarnya bersih nyaman makanannya enak banyak jenisnya,kamar bersih nyaman makan enak banyak jenis,2
,menunya enak variasinya banyak pelayanan bagus sekali nyaman juga tempatnya,menu enak variasi banyak layan bagus sekali nyaman tempat,2
,saya sangat puas dengan fasilitas hotel dan sarapan paginya sangat enak dan layanan atas nama fifin sangat ramah dan baik,sangat puas fasilitas hotel sarap pagi sangat enak layan atas nama sangat ramah baik,2
,suasana kamar hotel nya bagus bersih dan nyaman dan breakfastnya banyak variant dan enak enak,suasana kamar hotel bagus bersih nyaman breakfast banyak variant enak enak,2
,pelayanan yang sangat bagus tempat ternyaman makanannya pun enak enak recomended gess,layan sangat bagus tempat nyaman makan enak enak recomended gess,2
,pelayanan ramah makanan jg enak tempat nyaman,layan ramah makan enak tempat nyaman,2
,sarapannya mantabbbbb dibantu lena,sarap mantab bantu,2
,hotelnya nyaman dan pelayanannya helpfull,hotel nyaman layan helpfull,2
,breakfast sangat enak dan lengkap pelayanan mbak lena a,sarap sangat enak lengkap layan a,2
,makanannnya enak ruang meetingnya besar dan nyaman pelayanan ok,makananya enak ruang meetingnya besar nyaman layan baik,2
,sarapan pagi nya enak,sarap pagi enak,2
,nyaman bersih rekomended deh pokoknya,nyaman bersih rekomended pokok,2
,kamar oke layanan baik breakfast enak pilihan banyak lokasi strategis,kamar baik layan baik sarap enak pilih banyak lokasi strategis,2
,sarapannya enak banyak pilihan dan bervariasi,sarap enak banyak pilih variasi,2
,tempat nyaman pelayanan terbaik,tempat nyaman layan baik,2
,lokasi sangat strategis makanan enak dan berbagai macam dekat fasilitas umum recommended,lokasi sangat strategis makan enak bagai macam dekat fasilitas umum rekomendasi,2
,terima kasih mba silvia breakfastnya enak pelayana baik,terima kasih breakfast enak pelayana baik,2
,pelayan an fifin alvianti sangat bgs sopan ramah dan komunikatif terimakasih,layan alvianti sangat bagus sopan ramah komunikatif terimakasih,2
,hotelnya bagus fasilitasnya juga tempatnya luas pokoknya terbaik,hotel bagus fasilitas tempat luas pokok baik,2
,pelayanan oke makanan juga enak,layan baik makan enak,2
,kamar bersih restaurant memiliki menu lokal dan western food pelayanan baik ramah,kamar bersih restaurant milik menu lokal western food layan baik ramah,2
,makanan nya enak pelayanan mba andin trainee sangat ramah baik dan cantikk,makan enak layan sangat ramah baik cantik,2
,great accomodation great food and great atmosphere pelayanan mba silvia sangat baik dan ramah,great accomodation great food and great atmosphere layan sangat baik ramah,2
,layanan yang baik dan makanannya enak,layan baik makan enak,2
,sarapan hari ini enak memuaskan,sarap hari enak muas,2
,tempat nya strategis staff nya ramah banget,tempat strategis staff ramah banget,2
,pelayanan ramah lokasi strategis kamar nyaman,layan ramah lokasi strategis kamar nyaman,2
,saya sangat senang dan puas dngan pelayanan yg ramah dan kamar yg presentatif,sangat senang puas dngan layan ramah kamar presentatif,2
,sarapan nya enak enak dan pelayanan ramah terimakasih kpd kak lena,sarap enak enak layan ramah terimakasih,2
,sarapannya cukup lengkap dibantu mbak lena,sarap cukup lengkap bantu,2
,makanannya bervariasi dan enak,makan variasi enak,2
,nyaman dan menyenangkan,nyaman senang,2
,nyaman buat keluarga sarapannya sudah sesuai selera keluarga petugasnya gercep dan ramah,nyaman keluarga sarap sesuai selera keluarga tugas gercep ramah,2
,untuk rooms ok banget rekomended karena memang sebelumnya pernah menginap dan meeting room di grand mercure berakfast menu sangat lengkap dan pelayanan memuaskan lokasi sangat strategis dekat dengan pusat kota jogja akses sangat mudah,rooms baik banget rekomended memang belum pernah inap meeting room grand mercure berakfast menu sangat lengkap layan muas lokasi sangat strategis dekat pusat kota jogja akses sangat mudah,2
,hotel nyaman breakfast enak dan lengkap,hotel nyaman sarap enak lengkap,2
,sudah menginap disini stafnya ramah ramah kamar nyaman dekorasinya sangat unik bikin betah,inap sini staf ramah ramah kamar nyaman dekorasi sangat unik bikin betah,2
,sangat nyaman kamar bersih makanan sangat enak,sangat nyaman kamar bersih makan sangat enak,2
,nice stay kamar bersih nyaman sarapan enak dan staff lena veronica sangat membantu,nice stay kamar bersih nyaman sarap enak staff veronica sangat bantu,2
,layanan the best room jg luas dan lengkap yang paling penting lokasi starategis dan makanannya enak enak semua recommended buat stay selama liburan di jogja,layan room luas lengkap paling penting lokasi starategis makan enak enak semua rekomendasi stay lama libur jogja,2
,pengalaman menginap yang bagus ditambah breakfast yang luar biasa lengkap dan lezat,alam inap bagus tambah sarap luar biasa lengkap lezat,2
,kamarnya nyaman pilihan menu sarapannya banyak sekali,kamar nyaman pilih menu sarap banyak sekali,2
,sarapan nya sangat lezat dibantu train lena lena nya sangat baik dan ramah,sarap sangat lezat bantu train sangat baik ramah,2
,nyaman makanan enak dan bervariasi,nyaman makan enak variasi,2
,hotel bintang di jogja tempatnya nyaman pelayanan oke kamar bersih makanannya enak deket ke mana mana,hotel bintang jogja tempat nyaman layan baik kamar bersih makan enak deket mana mana,2
,breakfast lengkap dan sangat enak pelayanan mbak lena juga baik,sarap lengkap sangat enak layan baik,2
,untuk hotelnya ok dan nyaman bersih dengan pelayanan nya bagus dan sangat memuaskan untuk menu sarapan nya lumayan enak dan banyak over all memuaskan,hotel baik nyaman bersih layan bagus sangat muas menu sarap lumayan enak banyak over all muas,2
,kedua kalinya menginap hotel grand mercure yogyakarta adisucipto dengan sangat nyaman kamar sangat bersih dan rapih untuk restonya menyedikan banyak pilihan makanan dan semuanya enak,dua kali inap hotel grand mercure yogyakarta adisucipto sangat nyaman kamar sangat bersih rapih restonya dik banyak pilih makan semua enak,2
,untuk sarapannya sangat enak dibantu oleh lena,sarap sangat enak bantu oleh,2
,untuk restoran menu sangat lengkap dan bersih staf ramah saya sambut dengan mbak thania terimakasih,restoran menu sangat lengkap bersih staf ramah sambut terimakasih,2
,sarapannya oke kamarnya juga bagus servicenya oke recommended,sarap baik kamar bagus servicenya baik rekomendasi,2
,makanannya enak cocok mantap pelayanannya juga ramah,makan enak cocok mantap layan ramah,2
,sarapan nya enak dan banyak varian pelayanan staf sangat ramah khusus nya mba salma terima kasih,sarap enak banyak varian layan staf sangat ramah khusus salma terima kasih,2
,breakfast nya enak dilayani dengan baik oleh mbak silvia,sarap enak layan baik oleh,2
,menu sarapannya enakkkkkk dibantu pelayanan oleh kak lena,menu sarap enak bantu layan oleh,2
,menu makanan sudah cukup berfariasi dan rasa sudah cukup nyaman tempat juga cukup memadai dibantu oleh training atas nama lena,menu makan cukup berfariasi rasa cukup nyaman tempat cukup pada bantu oleh training atas nama,2
,nyaman dan menu resto nya enak,nyaman menu resto enak,2
,pelayanan sangat bagus,layan sangat bagus,2
,kamar nya bersih pelayanan nya ramah dan menu breakfast nya banyak dan enak top bgttt,kamar bersih layan ramah menu sarap banyak enak top bgt,2
,varian makanan banyak dan lengkap rasanya enak untuk pelayanan nya sangat baik dan juga ramah,varian makan banyak lengkap rasa enak layan sangat baik ramah,2
,cukup menyenangkan untuk sarapan standar menunya cukup variatif staffnya baik dan ramah anak,cukup senang sarap standar menu cukup variatif staffnya baik ramah,2
,kamarnya bagus pelayanannya bagus stafnya ramah dan makananya enak bervariasi,kamar bagus layan bagus staf ramah makananya enak variasi,2
,pelayanan baik dan ramah untuk menu restoran bintang,layan baik ramah menu restoran bintang,2
,kamar nya sangat bersih dan sarapan nya lengkap dan juga enak,kamar sangat bersih sarap lengkap enak,2
,pertama kali menginap disini pelayanan dan fasilitas hotel sangat excellent semua staff ramah hotel bersih sangat nyaman,pertama kali inap sini layan fasilitas hotel sangat excellent semua staff ramah hotel bersih sangat nyaman,2
,sangat ramah pelayannya sarapan pagi nya menu sangat komplit lezat semua menunya,sangat ramah layan sarap pagi menu sangat komplit lezat semua menu,2
,untuk pelayanananya sangat memuaskan dan makanannya sangat mantap dan enak sekali,pelayanananya sangat muas makan sangat mantap enak sekali,2
,pelayanannya oke bangett kamarnya nyaman the best,layan baik banget kamar nyaman,2
,breakfast nya cocok sekali enak dan lengkap servisnya oke dibantu mba lena terbaik,sarap cocok sekali enak lengkap servis baik bantu baik,2
,overall oke nyaman dan sarapannya enak,semua baik nyaman sarap enak,2
,makanan enak dan banyak variasi dan untuk pelayanan memuaskan ramah serta sopan,makan enak banyak variasi layan muas ramah sopan,2
,lokasi sangat strategis dekat mall dan pusat perbelanjaan fasilitas nya sangat bagus kamar bersih makanan nya enak dan banyak variasi pelayananannya juga oke banget karyawan ramah dan helpfull,lokasi sangat strategis dekat mall pusat belanja fasilitas sangat bagus kamar bersih makan enak banyak variasi pelayananannya baik banget karyawan ramah helpfull,2
,stay disini sudah yg ketiga kali ya kamar bersih dan luas amenities lengkap staf ramah dan responsif akses sangat strategis krn di pusat kota rate terjangkau dan saya accor membership juga f b enak dan variatif terima kasih juga utk mba manis atas pelayanannya yg fast response,stay sini tiga kali kamar bersih luas amenities lengkap staf ramah responsif akses sangat strategis pusat kota rate jangkau accor membership enak variatif terima kasih manis atas layan fast response,2
,tempat di jalan utama mudah diakses didepan hotel banyak toko dan juga angkringan dekat dengan rumah sakit pelayanan baik kamar bersih ruang pertemuan besar dan bersih makanan sangat beragam dan selalu ada menu sup hangat,tempat jalan utama mudah akses depan hotel banyak toko angkring dekat rumah sakit layan baik kamar bersih ruang temu besar bersih makan sangat agam selalu menu sup hangat,2
,menu sarapan rasanya enak enak ada banyak pilihan menu mantap mb lena,menu sarap rasa enak enak banyak pilih menu mantap,2
,breakfast nya enak komplit,sarap enak komplit,2
,room service nya oke makanannya enak semua cendolnya recommended,room service baik makan enak semua cendol rekomendasi,2
,sarapannya worhted banget semua lezat varian menunya lengkap rasanya mengakomodasi semua selera pelayanan luar biasa ruang meeting nyaman,sarap worhted banget semua lezat varian menu lengkap rasa akomodasi semua selera layan luar biasa ruang meeting nyaman,2
,pelayanan di restorannya ramah dan makanannya enakk,layan restoran ramah makan enak,2
,sarapannya enak lokasi strategis dibantu oleh citra pelayanan baik,sarap enak lokasi strategis bantu oleh citra layan baik,2
,pelayanan sangat baik pegawainya ramha menawarkan pelayanan makanan dan sangat profesional terbaik pokoknya sangat direkomendasikan menginap disini,layan sangat baik pegawai ramha tawar layan makan sangat profesional baik pokok sangat rekomendasi inap sini,2
,sarapan paginya sangat enak dan layanan atas nama fifin baik dan ramah saya sangat puas,sarap pagi sangat enak layan atas nama baik ramah sangat puas,2
,makanan dan minuman nya banyak banget pelayanannya juga juga bagus terutama mbak devita,makan minum banyak banget layan bagus utama,2
,mbak tania pelayanan ramah sangat sigap menu breakfast enak tempat nyaman dan rapi,layan ramah sangat sigap menu sarap enak tempat nyaman rapi,2
,untuk makananya enak semua untuk kamar dan pelayanannya ramah betah menginap sendiri dibantu oleh trainingnya mbak lena,makananya enak semua kamar layan ramah betah inap sendiri bantu oleh trainingnya,2
,penyajiannya baik pelayanannya ramah makanannya banyak pilihan dan enak tempatnya nyaman viewnya bagus ramah buat anak anak,saji baik layan ramah makan banyak pilih enak tempat nyaman viewnya bagus ramah,2
,kamar yang nyaman ruang meeting besar dan yang paling suka breakfast nya semua enak banget,kamar nyaman ruang meeting besar paling suka sarap semua enak banget,2
,menu nya breakfast enak dan lengkap,menu sarap enak lengkap,2
,hotel enak dan lokasinya ditengah kota kemana deket kamarnya nyaman pelayan semua ok makanannya variatif dan enak yuuk liburan nginep di grand marcure,hotel enak lokasi tengah kota mana deket kamar nyaman layan semua baik makan variatif enak libur nginep grand marcure,2
,interiornya bagus bgt hotelnya nyaman makanannya lumayan enak,interior bagus banget hotel nyaman makan lumayan enak,2
,senang sekali saya menginap disini,senang sekali inap sini,2
,pelayanannya oke viewnya keren,layan baik viewnya keren,2
,untuk sarapan sangat bervariatif kamar bersih dan sangat nyaman untuk pelayanan thania sangat ramah dan baik,sarap sangat variatif kamar bersih sangat nyaman layan sangat ramah baik,2
,bagus hotel pemandangannya pegunungan dan sarapan enak,bagus hotel pandang gunung sarap enak,2
,hotelnya bagus kamar ok makanan enak dan lengkap pelayanan baik di resepsionis dan restoran juga baik excellence,hotel bagus kamar baik makan enak lengkap layan baik resepsionis restoran baik excellence,2
,menu sarapannya lengkap bgt petugas pelayannya juga baik baik kamar bersih nyaman,menu sarap lengkap banget tugas layan baik baik kamar bersih nyaman,2
,,,2
,pelayanan staff fifin baik dan ramah breakfastnya juga enak recommended buat yang mau nginap di jogja,layan staff baik ramah breakfast enak rekomendasi nginap jogja,2
,pelayanan yang sangat baik serta prasmanan yang bgitu menarik dan nyaman,layan sangat baik prasmanan bgitu tarik nyaman,2
,nyaman seru bersih breakfast lengkao,nyaman seru bersih sarap lengkao,2
,sarapannya enak lengkap ada gudeg juga kamar nyaman spacious bersih petugas jg ramah,sarap enak lengkap gudeg kamar nyaman spacious bersih tugas ramah,2
,pelayanan prima rasa bintang mantab restonya higienis enak sarapanya bikin kangen nyamaan dilidah pelayanya ramah khusunya mbak thania yang ramah dan pintar menjelaskan tentang resto,layan prima rasa bintang mantab restonya higienis enak sarapanya bikin kangen nyamaan lidah pelayanya ramah khusunya ramah pintar jelas tentang resto,2
,breakfast nya enak,sarap enak,2
,pelayanannya sangat baik dan bagus serta makanannya recomended,layan sangat baik bagus makan recomended,2
,sarapan paginya sangat puas dan enak layanan atas nama fifin,sarap pagi sangat puas enak layan atas nama,2
,breakfastnya lengkap enak variatif,breakfast lengkap enak variatif,2
,makanan di restoran enak pelayanan oleh wina pasya erwanda juga sangat ramah dan sangat membantu dan sangat cocok untuk yang ingin ber liburan,makan restoran enak layan oleh wina pasya erwanda sangat ramah sangat bantu sangat cocok ingin ber libur,2
,sarapannya luar biasa god job ramah sekali karyawannya adeeemmmmm pokoknya kereennn,sarap luar biasa god job ramah sekali karyawannya adem pokok kereen,2
,sarapan pagi sangat memuaskan dan sangat enak enak dan layanan atas nama fifin sangat baik dan cepat,sarap pagi sangat muas sangat enak enak layan atas nama sangat baik cepat,2
,hotel dgn pelayanan yang baik hospitality sangat baik dari semua staff secara umum ini hotel yang luar biasa strategis dan nyaman terimakasih service ya luar biasa,hotel layan baik hospitality sangat baik semua staff cara umum hotel luar biasa strategis nyaman terimakasih service luar biasa,2
,fasilitas nyaman sarapan paginya oke banget pelayanannya helpfull dengan devita,fasilitas nyaman sarap pagi baik banget layan helpfull,2
,menu sarapanya enak,menu sarapanya enak,2
,pelayanan sangat baik makanannya enak kamarnya sangat nyaman,layan sangat baik makan enak kamar sangat nyaman,2
,pelayananx bagus baik makanannyabjuga enak kamarx rapi,pelayananx bagus baik makanannyabjuga enak kamarx rapi,2
,pelayanannya ok suasananya nyaman pelayanan kak meyriska makannya enak,layan baik suasana nyaman layan meyriska makan enak,2
