Casefold,processed,label_encoded,model_Label,gpt_label
varian makanan banyak dan lengkap rasanya enak untuk pelayanan nya sangat baik dan juga ramah,varian makan banyak lengkap rasa enak layan sangat baik ramah,2,positif,positif
rasa sarapan di hotel grand marcure pagi ini luar biasa mb lena melayani kami dengan baik sekali,rasa sarap hotel grand marcure pagi luar biasa layan baik sekali,2,positif,positif
pengalaman menyenangkan makan pagi di sini dilayani mb silkia best pelayanannya,alam senang makan pagi sini layan silkia layan,2,positif,positif
thank you sudah memberikan pelayanan yang baik kalau kamar jangan di tanya lagi kualitasnya strategi ke tempat wisata sangat strategis aman nyaman dan enak,terimakasih you beri layan baik kalau kamar jangan tanya lagi kualitas strategi tempat wisata sangat strategis aman nyaman enak,1,netral,positif
cukup menyenangkan untuk sarapan standar menunya cukup variatif staffnya baik dan ramah anak,cukup senang sarap standar menu cukup variatif staffnya baik ramah,2,positif,positif
lokasi pusat kota dan pelayanan yang sangat ramah terutama di restonya makanannya ga ada yg failed menurut saya,lokasi pusat kota layan sangat ramah utama restonya makan failed turut,2,positif,positif
hotel bintang yang worth it bangett aku sangat merekomendasikan hotel ini mau buat liburan bareng keluarga temen kantor atau apapun ituuu kamarnya bersihh luasss pelayanannya jempolll bangett makanannya juga enak enakkk recommended,hotel bintang worth it banget sangat rekomendasi hotel libur bareng keluarga temen kantor apa kamar bersihh luas layan jempol banget makan enak enak rekomendasi,2,positif,positif
kamarnya bagus pelayanannya bagus stafnya ramah dan makananya enak bervariasi,kamar bagus layan bagus staf ramah makananya enak variasi,2,positif,positif
kamar bersih pelayanan saat check in cepat room service memuaskan menu sarapan bervariasi rasanya enak dan lokasi strategis,kamar bersih layan saat check in cepat room service muas menu sarap variasi rasa enak lokasi strategis,1,netral,positif
pelayanan nya oke makanan nya enak beberapa kali bukber di hotel jogja menurut ku ini rasanya palingg worth it sukakk,layan baik makan enak beberapa kali buka sama hotel jogja turut rasa palingg worth it suka,2,positif,positif
overall untuk pelayanan hotel sudah oke mulai dr welcome drink hingga layanan di ballroom dan resto,semua layan hotel baik mulai drink hingga layan ballroom resto,2,positif,positif
lokasi hotel strategis dan mudah dijangkau dekat dengan bandara adi sucipto hotel yang bagus dengan pelayanan terbaik bernuansa candi borobudur kamar yang nyaman untuk beristirahat ada ruang pertemuan yang besar dengan berbagai,lokasi hotel strategis mudah jangkau dekat bandara adi sucipto hotel bagus layan baik nuansa candi borobudur kamar nyaman istirahat ruang temu besar bagai,2,positif,positif
pelayanan baik dan ramah untuk menu restoran bintang,layan baik ramah menu restoran bintang,2,positif,positif
kamar nya sangat bersih dan sarapan nya lengkap dan juga enak,kamar sangat bersih sarap lengkap enak,2,positif,positif
pertama kali menginap disini pelayanan dan fasilitas hotel sangat excellent semua staff ramah hotel bersih sangat nyaman,pertama kali inap sini layan fasilitas hotel sangat excellent semua staff ramah hotel bersih sangat nyaman,2,positif,positif
sangat ramah pelayannya sarapan pagi nya menu sangat komplit lezat semua menunya,sangat ramah layan sarap pagi menu sangat komplit lezat semua menu,2,positif,positif
untuk pelayanananya sangat memuaskan dan makanannya sangat mantap dan enak sekali,pelayanananya sangat muas makan sangat mantap enak sekali,2,positif,positif
pelayanannya oke bangett kamarnya nyaman the best,layan baik banget kamar nyaman,2,positif,positif
kamar enak bersih pelayanan ok banget,kamar enak bersih layan baik banget,2,positif,positif
breakfast nya cocok sekali enak dan lengkap servisnya oke dibantu mba lena terbaik,sarap cocok sekali enak lengkap servis baik bantu baik,2,positif,positif
for all pelayanannya bagus sekali kamar oke dan breakfast enak lengkap terima kasih untuk mba lena untuk service excellent nya sewaktu di resto,for all layan bagus sekali kamar baik sarap enak lengkap terima kasih service excellent waktu resto,2,positif,positif
overall oke nyaman dan sarapannya enak,semua baik nyaman sarap enak,2,positif,positif
breakfastnya enak banget pelayananya ramah banget sm mb lena,breakfast enak banget pelayananya ramah banget,2,positif,positif
makanan enak dan banyak variasi dan untuk pelayanan memuaskan ramah serta sopan,makan enak banyak variasi layan muas ramah sopan,2,positif,positif
salma sbg pelayan sangat bahus dlm melayani kita kamar tempat makan sangat tepresentatif saya dah kali,salma sbg layan sangat bahus dlm layan kamar tempat makan sangat tepresentatif dah kali,2,positif,positif
halal bihalal kali ini pake venue di hotel ini mulai dari f b dan ruangan its all good semua disediakan dengan sangat baik sukaaaak,halal bihalal kali pake venue hotel mulai ruang its all good semua sedia sangat baik sukak,2,positif,positif
room spacious breakfast lengkap ada gudeg dan mie ayam swimming pool jg oke pelayanan ramah,room spacious sarap lengkap gudeg mie ayam swimming baik layan ramah,2,positif,positif
kamar sangat luar biasa pelayanan semua dengan ramah serta lokasinya dekat dgn perbelanjaan semoga selalu melayani dgn hati terus dan rejekinya mengalir terus dan berkah,kamar sangat luar biasa layan semua ramah lokasi dekat belanja moga selalu layan hati terus rejekinya alir terus berkah,2,positif,positif
kamar luas dan bersih sarapan enak banyak pilihan semua staf hotel ramah lokasi hotel dekat pusat perbelanjaan klo ke jogja pasti nginap lagi disini,kamar luas bersih sarap enak banyak pilih semua staf hotel ramah lokasi hotel dekat pusat belanja kalau jogja pasti nginap lagi sini,2,positif,positif
kamar oke sesuai ekspektasi pelayanan sigap dan staff sangat membantu terima kasih,kamar baik sesuai ekspektasi layan sigap staff sangat bantu terima kasih,2,positif,positif
nice place to stay in jogja kamar cukup luas proses check in check out cepat menu breakfast ok bervariasi tiap harinya tapi tolong petugas di area breakfast ditambah krn buat bersihin meja harus nunggu lama kolam renang cukup luas,nice place to stay in jogja kamar cukup luas proses check in check out cepat menu sarap baik variasi tiap hari tolong tugas area sarap tambah bersihin meja harus nunggu lama kolam renang cukup luas,0,negatif,positif
lokasi sangat strategis dekat mall dan pusat perbelanjaan fasilitas nya sangat bagus kamar bersih makanan nya enak dan banyak variasi pelayananannya juga oke banget karyawan ramah dan helpfull,lokasi sangat strategis dekat mall pusat belanja fasilitas sangat bagus kamar bersih makan enak banyak variasi pelayananannya baik banget karyawan ramah helpfull,2,positif,positif
tempat di jalan utama mudah diakses didepan hotel banyak toko dan juga angkringan dekat dengan rumah sakit pelayanan baik kamar bersih ruang pertemuan besar dan bersih makanan sangat beragam dan selalu ada menu sup hangat,tempat jalan utama mudah akses depan hotel banyak toko angkring dekat rumah sakit layan baik kamar bersih ruang temu besar bersih makan sangat agam selalu menu sup hangat,2,positif,positif
all the best terutama waitress kak silkia di grand mercure yogya adisucipto pelayanannya the best ramah dan sigap dalam pelayanannya,all utama waitress silkia grand mercure yogya adisucipto layan ramah sigap layan,2,positif,positif
pelayanan baik rasa masakan enak sarannya menu tiap harinya bisa lebih variatif,layan baik rasa masakan enak saran menu tiap hari bisa lebih variatif,2,positif,positif
sarapan lengkap hanya kurang dimsum semua sdh ok maaf di kamar kurang sedikit terang kalu berhias hrs ke kmr mandi yg lebih terang padahal kamar mandi dipakai perlu ada sisir di tdk ada overall semua ok,sarap lengkap hanya kurang dimsum semua baik maaf kamar kurang sedikit terang kalu hias hrs kamar mandi lebih terang padahal kamar mandi pakai perlu sisir semua semua baik,0,negatif,netral
menu sarapan rasanya enak enak ada banyak pilihan menu mantap mb lena,menu sarap rasa enak enak banyak pilih menu mantap,2,positif,positif
terimakasih layanan hotel yang bagus sarapan dilayani mba nur anak magang dari lombok,terimakasih layan hotel bagus sarap layan magang lombok,2,positif,positif
breakfast nya enak komplit,sarap enak komplit,2,positif,positif
kamar nyaman pelayana ramah dan makanan enak positif lainnya lokasi berada ditengah kota dan mudah untuk dijangkau,kamar nyaman pelayana ramah makan enak positif lain lokasi ada tengah kota mudah jangkau,2,positif,positif
room service nya oke makanannya enak semua cendolnya recommended,room service baik makan enak semua cendol rekomendasi,2,positif,positif
cukup bagus n biasanya selama di yogya pilihan htl grand mercure fasilitas n pelayanan ok utk restourant pelayanan oleh sdri lena sangat baik terus maju grand mercure,cukup bagus biasa lama yogya pilih htl grand mercure fasilitas layan baik restourant layan oleh sdri sangat baik terus maju grand mercure,2,positif,positif
sarapannya worhted banget semua lezat varian menunya lengkap rasanya mengakomodasi semua selera pelayanan luar biasa ruang meeting nyaman,sarap worhted banget semua lezat varian menu lengkap rasa akomodasi semua selera layan luar biasa ruang meeting nyaman,2,positif,positif
pelayanan di restorannya ramah dan makanannya enakk,layan restoran ramah makan enak,2,positif,positif
enak menu restorannya tapi kamarnya mungkin perlu revisi ulang agar tambah bagus dan bersih dan lampu penerangan kurang terang,enak menu restoran kamar mungkin perlu revisi ulang tambah bagus bersih lampu terang kurang terang,0,negatif,negatif
pelayanan sangar ramah tanpa adanya pegawai yang handal hotel ini tidak akan jadi sesempurna ini recommended buat yang mau ke yogjakarta,layan sangar ramah tanpa ada pegawai handal hotel sempurna rekomendasi yogyakarta,2,positif,positif
tempetnya oke kamarnya bersih harganya juga murah nuansa jogja nya dapet bnget best si,tempetnya baik kamar bersih harga murah nuansa jogja dapat banget,2,positif,positif
sarapannya enak lokasi strategis dibantu oleh citra pelayanan baik,sarap enak lokasi strategis bantu oleh citra layan baik,2,positif,positif
pengalaman yang mengesankan pelayanannya ramah mantap baru kali ini dapet pelayanan yang bagus lebih bagus dari hotel laiinya,alam kesan layan ramah mantap baru kali dapat layan bagus lebih bagus hotel lai,2,positif,positif
hotel yg nyaman sekali kasur bantal empuk dan ada gulingnya sangat nyaman tidurnya sarapan menu macam enak staff hotelnya ramah dan semua ruangan wangi bersih top pokoknya jangan ragu untuk menginap dihotel ini terimakasih untuk semuanya kami sangat senang dan nyaman menginap disini,hotel nyaman sekali kasur bantal empuk guling sangat nyaman tidur sarap menu macam enak staff hotel ramah semua ruang wangi bersih top pokok jangan ragu inap hotel terimakasih semua sangat senang nyaman inap sini,2,positif,positif
pelayanan sangat baik pegawainya ramha menawarkan pelayanan makanan dan sangat profesional terbaik pokoknya sangat direkomendasikan menginap disini,layan sangat baik pegawai ramha tawar layan makan sangat profesional baik pokok sangat rekomendasi inap sini,2,positif,positif
menu sarapan sangat bervariasi kamar sangat bersih unik furniture pengkap,menu sarap sangat variasi kamar sangat bersih unik furniture lengkap,2,positif,positif
sarapan paginya sangat enak dan layanan atas nama fifin baik dan ramah saya sangat puas,sarap pagi sangat enak layan atas nama baik ramah sangat puas,2,positif,positif
makanan dan minuman nya banyak banget pelayanannya juga juga bagus terutama mbak devita,makan minum banyak banget layan bagus utama,2,positif,positif
mbak tania pelayanan ramah sangat sigap menu breakfast enak tempat nyaman dan rapi,layan ramah sangat sigap menu sarap enak tempat nyaman rapi,2,positif,positif
saya menginap malam disini kamarnya cukup baik dengan rate harga nya namun tidak juga dengan kamar mandinya breakfast variasi menunya yang menurut saya bagus namun tidak dengan ikannya lokasi hotel ini sangat strategis sehingga saya,inap malam sini kamar cukup baik rate harga namun kamar mandi sarap variasi menu turut bagus namun ikan lokasi hotel sangat strategis sehingga,1,netral,netral
lokasi di tengah kota dekat kemana menu sarapan lengkap dan variatif mulai dari western breakfast sampai makanan tradisional termasuk jamu dan jajanannya worth to try,lokasi tengah kota dekat mana menu sarap lengkap variatif mulai western sarap sampai makan tradisional masuk jamu jajan worth to try,2,positif,positif
kamarnya bagus makanan direstaurannya enak,kamar bagus makan direstaurannya enak,2,positif,positif
untuk makananya enak semua untuk kamar dan pelayanannya ramah betah menginap sendiri dibantu oleh trainingnya mbak lena,makananya enak semua kamar layan ramah betah inap sendiri bantu oleh trainingnya,2,positif,positif
excelent room kamarnya bagus breakfast nya enak ada makanan jawa,excelent room kamar bagus sarap enak makan jawa,2,positif,positif
penyajiannya baik pelayanannya ramah makanannya banyak pilihan dan enak tempatnya nyaman viewnya bagus ramah buat anak anak,saji baik layan ramah makan banyak pilih enak tempat nyaman viewnya bagus ramah,2,positif,positif
kamar yang nyaman ruang meeting besar dan yang paling suka breakfast nya semua enak banget,kamar nyaman ruang meeting besar paling suka sarap semua enak banget,2,positif,positif
saya member dari accor plus yang sudah berlanggana bertahun tetapi disaat saya pesan melalui aplikasi tanpa disadari saya memesan menggunakan yang stay plus dan sesudah saya sadari saya memakai stayplus maka saya mengcancel pesanan,member accor plus berlanggana tahun tetapi saat pesan lalu aplikasi tanpa sadar mes guna stay plus sudah sadar pakai stayplus mengcancel pesan,0,negatif,netral
menu nya breakfast enak dan lengkap,menu sarap enak lengkap,2,positif,positif
hotel enak dan lokasinya ditengah kota kemana deket kamarnya nyaman pelayan semua ok makanannya variatif dan enak yuuk liburan nginep di grand marcure,hotel enak lokasi tengah kota mana deket kamar nyaman layan semua baik makan variatif enak libur nginep grand marcure,2,positif,positif
sambel lalapan mbok mi enak makanan juga banyak pilihanya pelayanan sangat bagus disini harus dipertahankan the best grand mercure,sambel lalap mbok mi enak makan banyak pilihanya layan sangat bagus sini harus tahan grand mercure,2,positif,positif
staff nya sangat helfull terutama mba aztuti mba nur makanan enak kamarnya bersih luas,staff sangat helfull utama makan enak kamar bersih luas,2,positif,positif
interiornya bagus bgt hotelnya nyaman makanannya lumayan enak,interior bagus banget hotel nyaman makan lumayan enak,2,positif,positif
senang sekali saya menginap disini,senang sekali inap sini,2,positif,positif
berkesempatan di hotel ini hari hari pertama dan kedua sy menikmati dari pelayanan dan sajiannya semoga hari tiga dan keempat juga bisa menikmati lagi,sempat hotel hari hari pertama dua nikmat layan saji moga hari tiga empat bisa nikmat lagi,2,positif,positif
pelayanannya oke viewnya keren,layan baik viewnya keren,2,positif,positif
pelayanan ramah lokasi menawarkan nuasa jogja dengan tingkat kebersihan baik lokasi strategis untuk mengakses ke dalam kota pilihan makanan bervariasi dan kreatif dalam rolling menu,layan ramah lokasi tawar nuasa jogja tingkat bersih baik lokasi strategis akses kota pilih makan variasi kreatif rolling menu,2,positif,positif
untuk sarapan sangat bervariatif kamar bersih dan sangat nyaman untuk pelayanan thania sangat ramah dan baik,sarap sangat variatif kamar bersih sangat nyaman layan sangat ramah baik,2,positif,positif
pengalaman menginap yang mengesankan reservasi yang mudah staf yang ramah serta servis yang memanjakan tamu terimakasih recommended,alam inap kesan reservasi mudah staf ramah servis manja tamu terimakasih rekomendasi,2,positif,positif
bagus hotel pemandangannya pegunungan dan sarapan enak,bagus hotel pandang gunung sarap enak,2,positif,positif
good semuanya staffnya juga ok dan membantu,good semua staffnya baik bantu,2,positif,positif
hotelnya bagus kamar ok makanan enak dan lengkap pelayanan baik di resepsionis dan restoran juga baik excellence,hotel bagus kamar baik makan enak lengkap layan baik resepsionis restoran baik excellence,2,positif,positif
bagus sekali pelayanan di hotel ini lokasi strategis mudah dijangkau dan menunya worth it,bagus sekali layan hotel lokasi strategis mudah jangkau menu worth it,2,positif,positif
breakfast nya enak kamar rapi pelaganan sangat baik ada kolam renang yg luas,sarap enak kamar rapi lagan sangat baik kolam renang luas,2,positif,positif
menu sarapannya lengkap bgt petugas pelayannya juga baik baik kamar bersih nyaman,menu sarap lengkap banget tugas layan baik baik kamar bersih nyaman,2,positif,positif
,,2,positif,netral
tempat yang sangat indah untuk istirahat dilengkapi dg furniture yang estetik dan lagi dekat ke malioboro kita seperti sedang berwisata pokoknya recommended banget,tempat sangat indah istirahat lengkap furniture estetik lagi dekat malioboro seperti sedang wisata pokok rekomendasi banget,2,positif,positif
lokasi strategis pelayanan bagus,lokasi strategis layan bagus,2,positif,positif
kamar seeh luas ya pelayanannya juga ramah dan gercep lokasi juga dekat dgn minimarket sayang makanannya masih kurang beragam dan rasanya tdk terlalu wah pengen ambil lagi,kamar seeh luas layan ramah gercep lokasi dekat minimarket sayang makan masih kurang agam rasa terlalu wah ken ambil lagi,0,negatif,positif
pelayanan staff fifin baik dan ramah breakfastnya juga enak recommended buat yang mau nginap di jogja,layan staff baik ramah breakfast enak rekomendasi nginap jogja,2,positif,positif
pelayanan yang sangat baik serta prasmanan yang bgitu menarik dan nyaman,layan sangat baik prasmanan bgitu tarik nyaman,2,positif,positif
mungkin masukan untuk customer service bagian reservasi lewat telepon juli sekitar jam untuk jawaban atas pernyataan yaitu kita telpon untuk menanyakan harga kamar permalam harga kamar start from rb sedangkan di telpon,mungkin masuk customer service bagi reservasi lewat telepon juli sekitar jam jawab atas nyata telpon tanya harga kamar malam harga kamar start from rb sedang telpon,0,negatif,netral
makanan oke banyak pilihan mulai dari yg tradisional sampai western kamar oke bersih pelayanan mantep,makan baik banyak pilih mulai tradisional sampai western kamar baik bersih layan mantep,2,positif,positif
alhamdulillah ngangeni bermalam di grand mercure yogya selalu mampir tiap ke yogya sukses selalu grand mercure,alhamdulillah ngangeni malam grand mercure yogya selalu mampir tiap yogya sukses selalu grand mercure,2,positif,positif
hotelnya bersih makanan oke suasana juga okee banget pelayanan mantaaap untuk reception mbak endah anda luar biasa sangat membantu responsif ramah dan yang paling penting sangat sabar good job,hotel bersih makan baik suasana okee banget layan mantap reception endah luar biasa sangat bantu responsif ramah paling penting sangat sabar good job,2,positif,positif
nyaman seru bersih breakfast lengkao,nyaman seru bersih sarap lengkao,2,positif,positif
tersedia guling dan bantal kecil sehingga tidur lebih nyenyak dan tenang,sedia guling bantal sehingga tidur lebih nyenyak tenang,2,positif,positif
menunya lengkap banget top dahh,menu lengkap banget top dahh,2,positif,positif
kedua xnya nginap disini nyaman menginap disini kamar bersih,dua xnya nginap sini nyaman inap sini kamar bersih,2,positif,positif
sarapannya enak lengkap ada gudeg juga kamar nyaman spacious bersih petugas jg ramah,sarap enak lengkap gudeg kamar nyaman spacious bersih tugas ramah,2,positif,positif
breakfast nya enak,sarap enak,2,positif,positif
sarapan bagus karena rasa sesuai dan banyak variasi,sarap bagus rasa sesuai banyak variasi,2,positif,positif
atas nama silkia dari unit restoran breakfast sangat ramah dan membantu,atas nama silkia unit restoran sarap sangat ramah bantu,2,positif,positif
pelayanannya sangat baik dan bagus serta makanannya recomended,layan sangat baik bagus makan recomended,2,positif,positif
sarapan paginya sangat puas dan enak layanan atas nama fifin,sarap pagi sangat puas enak layan atas nama,2,positif,positif
sarapan disini sgt bervariasi rekomended sotonya seger bgt,sarap sini sgt variasi rekomended soto seger banget,2,positif,positif
pilihan tepat untuk buka bersama di jogja harga terjangkau pelayanan ramah menu variatif tidak seramai iftar di tempat lain jd masih nyaman,pilih tepat buka sama jogja harga jangkau layan ramah menu variatif serama iftar tempat lain masih nyaman,2,positif,positif
hotel nya bersih dan semua pelayanan ny best banget makanan ny juga enak jadi pengen kembali lagi kehotel ini dilain waktu thankyou grandmercure,hotel bersih semua layan banget makan enak ken kembali lagi hotel lain waktu thankyou grandmercure,2,positif,positif
overall semuanya bagus makanan cukup enak pelayanan memuaskan,semua semua bagus makan cukup enak layan muas,2,positif,positif
room nya bersih rapi dan wangi untuk breakfast nyaa banyak pilihan nyaa enak semuaa sampe bingung pokoknyaa terbaikkk terima kasih pelayanannya sangat ramah,room bersih rapi wangi sarap nyaa banyak pilih nyaa enak semuaa sampe bingung pokoknyaa baik terima kasih layan sangat ramah,2,positif,positif
breakfastnya lengkap enak variatif,breakfast lengkap enak variatif,2,positif,positif
makanan di restoran enak pelayanan oleh wina pasya erwanda juga sangat ramah dan sangat membantu dan sangat cocok untuk yang ingin ber liburan,makan restoran enak layan oleh wina pasya erwanda sangat ramah sangat bantu sangat cocok ingin ber libur,2,positif,positif
sarapannya luar biasa god job ramah sekali karyawannya adeeemmmmm pokoknya kereennn,sarap luar biasa god job ramah sekali karyawannya adem pokok kereen,2,positif,positif
sarapan pagi sangat memuaskan dan sangat enak enak dan layanan atas nama fifin sangat baik dan cepat,sarap pagi sangat muas sangat enak enak layan atas nama sangat baik cepat,2,positif,positif
belum ada keluhan yg berarti ketika menginap disini desain interiornya menarik mencerminkan khas daerah jogja terkesan dengan penggunaan gelas kaca untuk air mineral kegiatan meeting sudah tidak menggunakan air minum kemasan botol,belum keluh arti ketika inap sini desain interior tarik cermin khas daerah jogja kes guna gelas kaca air mineral giat meeting guna air minum kemas botol,0,negatif,positif
hotel dgn pelayanan yang baik hospitality sangat baik dari semua staff secara umum ini hotel yang luar biasa strategis dan nyaman terimakasih service ya luar biasa,hotel layan baik hospitality sangat baik semua staff cara umum hotel luar biasa strategis nyaman terimakasih service luar biasa,2,positif,positif
fasilitas nyaman sarapan paginya oke banget pelayanannya helpfull dengan devita,fasilitas nyaman sarap pagi baik banget layan helpfull,2,positif,positif
menu sarapanya enak,menu sarapanya enak,2,positif,positif
pelayanan sangat baik makanannya enak kamarnya sangat nyaman,layan sangat baik makan enak kamar sangat nyaman,2,positif,positif
pelayananx bagus baik makanannyabjuga enak kamarx rapi,pelayananx bagus baik makanannyabjuga enak kamarx rapi,2,positif,positif
pelayanannya ok suasananya nyaman pelayanan kak meyriska makannya enak,layan baik suasana nyaman layan meyriska makan enak,2,positif,positif
terbaikk kamar nyaman ballroom luas bagus dan makanan nya enak sangat rekomended utk liburan maupun acara resmi nice hotel,terbaikk kamar nyaman ballroom luas bagus makan enak sangat rekomended libur maupun acara resmi nice hotel,2,positif,positif
tempatnya nyaman makanannya enak mantappp,tempat nyaman makan enak mantap,2,positif,positif
tempat bersih dan nyaman untuk makanan cukup enak pelayanan yg diberikan sangat ramah serta lokasi hotel ini sangat strategis karena dengan area wisata dan kot,tempat bersih nyaman makan cukup enak layan beri sangat ramah lokasi hotel sangat strategis area wisata kot,2,positif,positif
untuk dinner nya enak sekali untuk kikil mercon sangat enak dan bumbunya medok sekali untuk bajigur tidal begitu terasa jaheny tp ttp enak semua pelayanan baik di resto maupun di kamarnya semua baik,dinner enak sekali kikil mercon sangat enak bumbu medok sekali bajigur tidal begitu asa jaheny ttp enak semua layan baik resto maupun kamar semua baik,2,positif,positif
makanan nya enak semua pelayanan terbaik dan ramah,makan enak semua layan baik ramah,2,positif,positif
enak banget nginep di sini posisi dekat kemana mana strategis pelayanan juga baik sarapan sih enak hehehehe hari yang menyenangkan selama di jogja,enak banget nginep sini posisi dekat mana mana strategis layan baik sarap enak hehehehe hari senang lama jogja,2,positif,positif
pelayanannya bagus ramah makanannya enak enak tempatnya nyaman,layan bagus ramah makan enak enak tempat nyaman,2,positif,positif
tempat yg cukup nyaman untuk menginap sarapan cukup variatif overall ok,tempat cukup nyaman inap sarap cukup variatif semua baik,2,positif,positif
indonesian baru saja menginap di hotel grand mercure dan sangat terkesan dengan pengalaman makan siang di restoran hotel makanan yang disajikan sangat bervariasi dan,indonesian baru inap hotel grand mercure sangat kes alam makan siang restoran hotel makan saji sangat variasi,2,positif,positif
sarapan nya luar biasa mba lena,sarap luar biasa,2,positif,positif
sarapan nya menarik dan restoran bersih pelayanan memuaskan pelayanan kak tania nya juga sangat baik dan bagus,sarap tarik restoran bersih layan muas layan sangat baik bagus,2,positif,positif
terimakasih kak lena layanan sarapannya keren terimakasih,terimakasih layan sarap keren terimakasih,2,positif,positif
silvia menyenangkan dan ramah,senang ramah,2,positif,positif
sugeng rawuh ning jogja temans pengalaman pertama stay di grand mercure yogya overall menyenangkan,sugeng rawuh ning jogja temans alam pertama stay grand mercure yogya semua senang,2,positif,positif
pengalaman memuaskan menginap di hotel mercure ini kamar yang bersih dan nyaman makanan yang enak dan pelayanan para staff yan ramah dan cekatan sangat disarankan untuk menginap disini ketika liburan dijogja terima masih hotel mercure,alam muas inap hotel mercure kamar bersih nyaman makan enak layan staff yan ramah cekat sangat saran inap sini ketika libur dijogja terima masih hotel mercure,2,positif,positif
breakfastnya okee,breakfast okee,2,positif,positif
pelayanan semua ramah dan baik makanan tidak diragukan lagi semua menu enak kebersihan terjaga hotel pilihan untuk liburan di yogyakarta,layan semua ramah baik makan ragu lagi semua menu enak bersih jaga hotel pilih libur yogyakarta,2,positif,positif
ini momen kedua saya ke jogja yang dimana mendapatkan pengalaman yang seru dengan menginap di hotel ini pelayanan nya luar biasa bangat semua staff nya baik banget dan ada satu staff,momen dua jogja mana dapat alam seru inap hotel layan luar biasa bangat semua staff baik banget satu staff,2,positif,positif
cukup puas dengan menu breakfast pelayanan ramah bu silvia sangat murah senyum dan baik pelayanannya kepada customer,cukup puas menu sarap layan ramah bu sangat murah senyum baik layan kepada customer,2,positif,positif
kamarnya nyaman fasilitas bagus sarapan enak,kamar nyaman fasilitas bagus sarap enak,2,positif,positif
breakfastnya pilihan menu nya sangat veriatif dan bnyk dan staff nya ramah apa lgi yg namanya mba rosvina melayani dengan baik dan sepenuh hati all the best untuk grand mercure jogja sukses selalu,breakfast pilih menu sangat veriatif banyak staff ramah apa lgi nama rosvina layan baik sepenuh hati all grand mercure jogja sukses selalu,2,positif,positif
saya bukber pertama kali disini pelayanan sangat ramah apalagi dengan mba andini sangat ramah dalam melayani,buka sama pertama kali sini layan sangat ramah apalagi andini sangat ramah layan,2,positif,positif
makanan sarapan nya enak enak dan lengkap segala ada pelayananan bagus dan tepat waktu sebelum jam sudah ready menerima tamu pokoknya mah maknyusss deh,makan sarap enak enak lengkap segala pelayananan bagus tepat waktu belum jam ready terima tamu pokok mah maknyus,0,negatif,positif
alhamdulillah berkesempatan menginap di hotel grand mercure yogyakarta sangat nyaman tempat strategis menu breakfast cukup lengkap kamar nyaman staf ramah,alhamdulillah sempat inap hotel grand mercure yogyakarta sangat nyaman tempat strategis menu sarap cukup lengkap kamar nyaman staf ramah,2,positif,positif
makanannya enak di lidah orang lokal servisnya waktu coffee break malah disediakan box untuk wadah kuenya krn hbs penutupan acara semua pada mau segera ke kmr utk istirahat itu istimewanya grand mercure,makan enak lidah orang lokal servis waktu coffee break malah sedia box wadah kue hbs tutup acara semua segera kamar istirahat istimewa grand mercure,0,negatif,positif
makanan bervariasi ada tradisioanal western rasa jamu khas dan enak ruangan bersih paling ada bagian dekat pintu yg rusak,makan variasi tradisioanal western rasa jamu khas enak ruang bersih paling bagi dekat pintu rusak,2,positif,positif
kamar layanan dan lokasi ok menu makanan cocok di saya yg orang gresik mbak lena ramah banget bantu fotoin saya dan teman juga,kamar layan lokasi baik menu makan cocok orang gresik ramah banget bantu fotoin teman,2,positif,positif
pelayanan untuk makan siang an fifin oke,layan makan siang baik,2,positif,positif
selalu menginap kesini klau staycation di jogja pelayanannya baik ramah terutama staff saat sarapan kamar bersih lokasinya strategis,selalu inap kesini klau staycation jogja layan baik ramah utama staff saat sarap kamar bersih lokasi strategis,2,positif,positif
ke sini karena ada amanah internship th secara umum hotelnya nyaman pelayanannya baik ramah family friendly banget deh pokoknya recommended banget buat liburan keluarga mau staycation di sini juga oke banget,sini amanah internship th cara umum hotel nyaman layan baik ramah family friendly banget pokok rekomendasi banget libur keluarga staycation sini baik banget,2,positif,positif
sangat memuaskan sekali pelayanannya khususnya mba ega silkia resto nya makanan lengkap,sangat muas sekali layan khusus ega silkia resto makan lengkap,2,positif,positif
pelayanan di purple restorant sangat memuaskan dan nyaman suasana adem dan enak buat nyantai dan kumpul bareng keluarga makanan nya sangat enak dan mantap karena banyak berbagai makanan dan soup nya,layan purple restorant sangat muas nyaman suasana adem enak nyantai kumpul bareng keluarga makan sangat enak mantap banyak bagai makan soup,2,positif,positif
makanan enak bangett kamar bersih dan nyaman overall saya suka banget hotel ini,makan enak banget kamar bersih nyaman semua suka banget hotel,2,positif,positif
overall hotelnya bagus kamar lokasi makanan sarapannya mantul dekat kemana dan banyak makanan,semua hotel bagus kamar lokasi makan sarap mantul dekat mana banyak makan,2,positif,positif
pelayanan yang sangat bagus dengan kak silkia kamar bersih makanan banyak variannya recomendded,layan sangat bagus silkia kamar bersih makan banyak varian recomendded,2,positif,positif
makanan nga enak lokasi nya bersih pelayan nya sangat membantu di bantu oleh training lena,makan nga enak lokasi bersih layan sangat bantu bantu oleh training,2,positif,netral
sarapan nya enak makanan selalu hangat ada berbagai macam pilihan service jugaa helpful bgt dibantu dengan mba devita,sarap enak makan selalu hangat bagai macam pilih service jugaa helpful banget bantu,2,positif,positif
